Cell ID,Cell Type,Dimorphism
11325,IN21A010,
11326,IN12A003,
11330,IN09A007,
11331,IN19A014,
11333,IN21A005,
11337,IN12B009,sex_specific
11339,IN19B016,dimorphic
11340,IN08A007,
11343,IN10B007,
11344,IN07B019,
11345,IN14A001,
11346,IN10B014,
11347,IN05B013,
11348,IN21A009,
11350,IN04B004,
11351,IN12B009,sex_specific
11352,IN05B011,
11353,IN08A008,
11356,IN09A006,
11357,IN02A029,
11362,IN05B022,
11363,IN19A021,
11365,INXXX062,sex_specific
11367,IN08A007,
11368,IN03B019,
11369,IN19A021,
11370,IN12B012,
11371,IN23B008,
11373,IN03B015,
11374,IN03A006,
11376,IN00A004,
11378,IN18B013,dimorphic
11379,IN01A012,
11380,IN06B006,
11381,IN17A017,
11382,IN19A019,
11384,IN13B011,
11385,IN21A006,
11389,IN03B083,
11390,INXXX064,
11394,INXXX290,dimorphic
11395,IN21A006,
11396,IN20A.22A002,
11397,IN07B023,
11402,IN18B012,
11404,IN17A017,
11406,IN14B003,dimorphic
11411,IN19A016,
11412,IN03A053,
11415,IN21A013,
11416,IN14B003,dimorphic
11418,IN19B013,
11420,IN01A023,
11422,IN08A029,
11423,IN03B022,
11425,IN21A007,
11429,INXXX062,sex_specific
11432,IN21A005,
11435,IN13A009,
11438,IN21A008,
11439,INXXX064,
11442,IN12B010,sex_specific
11444,IN16B020,
11445,IN09A006,
11448,INXXX224,
11449,IN14B005,
11450,INXXX464,
11452,IN08A049,
11455,IN23B020,
11456,IN13B013,
11458,IN06B024,
11459,IN10B014,
11460,IN12A009,dimorphic
11461,IN19B016,dimorphic
11465,IN00A011,
11467,IN04B005,
11471,IN09A004,
11472,IN16B018,
11473,IN23B008,
11475,IN12A007,
11484,IN21A009,
11485,IN06A003,
11486,IN03B045,
11490,IN04B004,
11491,IN09B006,
11492,IN06B059,
11493,LBL40,
11494,IN13B009,
11495,IN21A007,
11498,IN07B013,
11499,INXXX007,
11501,IN13A014,
11502,IN21A016,
11503,IN08A007,
11504,IN03B058,
11506,INXXX029,
11507,IN19A019,
11509,IN13A037,
11510,IN17A019,
11511,IN19A016,
11512,IN06B016,
11514,IN12A008,
11516,IN20A.22A001,
11517,IN04B005,
11518,IN17A019,
11521,IN06B059,
11523,IN19B020,
11525,IN06B016,
11526,IN06B016,
11527,IN08A008,
11528,IN12B011,
11530,IN20A.22A001,
11531,IN21A011,
11532,IN06A004,
11536,IN16B020,
11538,IN13A014,
11539,INXXX065,
11543,IN12A006,
11547,IN21A020,
11550,IN21A012,
11551,IN19B021,
11555,INXXX048,
11556,IN17A019,
11559,IN03B025,
11564,IN17A019,
11569,IN13B009,
11570,IN17A020,
11571,IN19A008,
11575,IN13A010,
11577,IN12B014,
11578,IN13B009,
11581,IN17A020,
11583,IN11A005,
11586,IN10B012,
11589,IN21A010,
11590,IN09A009,
11591,IN19B021,
11593,IN12A008,
11594,IN12A001,
11595,IN06B016,
11599,IN03A007,
11602,IN17A017,
11605,IN07B009,
11606,IN21A009,
11608,IN10B010,sex_specific
11609,IN14B004,
11610,IN13A006,
11611,IN12A009,dimorphic
11617,IN11B002,
11620,IN18B021,
11623,IN16B022,
11625,IN13A007,
11626,IN17A020,
11627,IN21A007,
11630,INXXX056,dimorphic
11631,IN21A017,
11635,IN03A007,
11636,IN20A.22A001,
11640,IN13A006,
11642,dMS2,
11643,IN21A014,
11644,IN06A003,
11646,IN06A004,
11648,INXXX084,dimorphic
11649,IN03B020,
11651,IN20A.22A002,
11652,IN17A027,
11653,IN14B004,
11655,IN03B015,
11656,IN13B009,
11658,INXXX065,
11659,IN01A016,
11662,IN03B025,
11664,IN00A005,
11666,IN17A041,
11667,IN19A020,
11668,IN18B016,
11669,IN13B014,
11671,IN19B015,
11674,IN12A010,
11678,IN06A028,
11680,IN19A007,
11681,IN01A017,
11682,IN06B013,
11685,IN19B020,
11686,IN06B019,
11687,IN09A010,
11688,IN01A018,
11690,IN07B016,
11691,IN05B016,
11695,INXXX100,
11696,IN18B014,
11699,IN19A021,
11700,IN07B019,
11703,IN09B006,
11704,IN01A015,
11708,IN12B038,
11709,IN21A008,
11710,IN19A024,
11711,IN02A006,sex_specific
11716,IN16B016,
11717,IN03B021,
11719,IN08B083,
11721,IN02A008,
11722,IN10B012,
11724,IN17A017,
11725,IN19B015,
11726,IN21A020,
11729,INXXX089,
11730,IN13A012,
11734,IN03A007,
11735,IN13B014,
11736,IN19A032,
