Cell ID,Cell Type,Dimorphism
809389,SNxx33,
809398,SNpp39,
809408,SNta20,
809412,,
809413,SNta14,
809416,SNxx26,
809420,,
809426,SNta18,
809432,SNxx33,
809437,SNpp38,
809451,SNxx07,
809453,SNta25,
809462,SNta03,
809468,SNta14,
809476,SNpp50,
809478,SNxx33,
809480,SNxx20,
809482,LgLG1a,
809483,LgLG8,
809487,,
809488,SNta38,
809489,,
809490,SNta29,
809498,SNta30,
809501,SNta25,
809505,SNpp45,
809508,SNxx04,
809511,SNta03,
809514,SNta03,
809517,LgLG1a,
809519,SNta37,
809521,LgLG5,
809530,SNta14,
809534,LgLG1a,
809535,SNta30,
809543,SNpp38,
809550,SNxx19,
809561,SNxx07,
809572,,
809583,SNta11,
809584,SNxx23,
809587,SNta02,
809592,SNta18,
809595,SNpp50,
809600,SNta04,
809602,SNta30,
809606,SNxx04,
809607,SNpp21,
809608,SNxx33,
809609,SNpp35,
809614,SNta37,
809617,SNta02,
809623,SNta14,
809624,SNxx33,
809627,SNta18,
809630,SNpp28,
809632,SNta03,
809633,SNta30,
809636,SNxx33,
809637,,
809639,SNta21,
809645,SNta26,
809648,SNta38,
809651,SNta11,
809653,SNta03,
809664,SNta04,
809667,SNta06,
809671,LgLG1a,
809674,SNta18,
809679,SNta37,
809682,SNta03,
809687,SNta33,
809694,SNta04,
809711,LgLG3a,
809726,SNta04,
809728,SNta11,
809729,SNxx26,
809735,SNxx14,
809745,SNta38,
809750,SNpp37,
809757,SNxx33,
809763,SNta06,
809768,SNta03,
809770,LgLG1b,
809773,SNta32,
809795,SNta11,
809797,SNta18,
809798,LgLG1a,
809801,SNta20,
809803,SNpp62,
809823,SNta37,
809825,SNta21,
809829,,
809833,LgLG4,
809837,SNta29,
809839,SNta03,
809842,SNta37,
809853,SNpp38,
809859,SNta29,
809861,LgLG1a,
809864,SNta21,
809870,SNta28,
809874,SNxx14,
809880,SNta35,
809888,SNta29,
809889,SNpp23,
809893,,
809895,SNta14,
809896,SNta04,
809898,SNpp38,
809899,LgLG1a,
809904,SNpp40,
809905,SNpp28,
809908,SNta03,
809911,SNpp24,
809924,SNta03,
809930,SNpp28,
809932,SNpp39,
809934,LgLG1a,
809936,SNxx15,
809941,SNta37,
809950,SNxx28,
809951,SNta23,
809953,LgLG1a,
809958,SNpp13,
809967,SNta25,
809969,SNpp60,
809970,SNta07,
809971,SNta43,
809973,SNxx25,
809976,SNpp47,
809986,SNxx25,
809987,SNta03,
